,Unnamed: 0,file_name,dl_mapping_code,dl_name,bbox,cropped_fname
908,908,K-004543-012247-016548-033208_0_2_0_2_75_000_200.png,K-033208,에스원엠프정 20mg,"[604, 765, 213, 203]",K-004543-012247-016548-033208_0_2_0_2_75_000_200.png-K-033208-908.png
909,909,K-004543-012247-016548-033208_0_2_0_2_90_000_200.png,K-033208,에스원엠프정 20mg,"[632, 797, 209, 200]",K-004543-012247-016548-033208_0_2_0_2_90_000_200.png-K-033208-909.png
910,910,K-004543-012247-016548-044199_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[657, 862, 216, 214]",K-004543-012247-016548-044199_0_2_0_2_70_000_200.png-K-004543-910.png
911,911,K-004543-012247-016548-044199_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[112, 191, 205, 200]",K-004543-012247-016548-044199_0_2_0_2_75_000_200.png-K-004543-911.png
912,912,K-004543-012247-016548-044199_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[128, 202, 208, 202]",K-004543-012247-016548-044199_0_2_0_2_90_000_200.png-K-004543-912.png
913,913,K-004543-012247-016548-044199_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[155, 882, 169, 208]",K-004543-012247-016548-044199_0_2_0_2_70_000_200.png-K-012247-913.png
914,914,K-004543-012247-016548-044199_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[635, 184, 157, 194]",K-004543-012247-016548-044199_0_2_0_2_75_000_200.png-K-012247-914.png
915,915,K-004543-012247-016548-044199_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[663, 184, 162, 196]",K-004543-012247-016548-044199_0_2_0_2_90_000_200.png-K-012247-915.png
916,916,K-004543-012247-016548-044199_0_2_0_2_70_000_200.png,K-016548,가바토파정 100mg,"[612, 275, 229, 227]",K-004543-012247-016548-044199_0_2_0_2_70_000_200.png-K-016548-916.png
917,917,K-004543-012247-016548-044199_0_2_0_2_75_000_200.png,K-016548,가바토파정 100mg,"[114, 755, 238, 235]",K-004543-012247-016548-044199_0_2_0_2_75_000_200.png-K-016548-917.png
918,918,K-004543-012247-016548-044199_0_2_0_2_90_000_200.png,K-016548,가바토파정 100mg,"[148, 797, 233, 231]",K-004543-012247-016548-044199_0_2_0_2_90_000_200.png-K-016548-918.png
919,919,K-004543-012247-016548-044199_0_2_0_2_70_000_200.png,K-044199,케이캡정 50mg,"[130, 305, 277, 147]",K-004543-012247-016548-044199_0_2_0_2_70_000_200.png-K-044199-919.png
920,920,K-004543-012247-016548-044199_0_2_0_2_75_000_200.png,K-044199,케이캡정 50mg,"[557, 818, 294, 150]",K-004543-012247-016548-044199_0_2_0_2_75_000_200.png-K-044199-920.png
921,921,K-004543-012247-016548-044199_0_2_0_2_90_000_200.png,K-044199,케이캡정 50mg,"[587, 853, 291, 141]",K-004543-012247-016548-044199_0_2_0_2_90_000_200.png-K-044199-921.png
922,922,K-004543-012247-016551-018110_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[635, 878, 217, 215]",K-004543-012247-016551-018110_0_2_0_2_70_000_200.png-K-004543-922.png
923,923,K-004543-012247-016551-018110_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[135, 180, 202, 200]",K-004543-012247-016551-018110_0_2_0_2_75_000_200.png-K-004543-923.png
924,924,K-004543-012247-016551-018110_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[153, 189, 206, 201]",K-004543-012247-016551-018110_0_2_0_2_90_000_200.png-K-004543-924.png
925,925,K-004543-012247-016551-018110_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[163, 866, 179, 204]",K-004543-012247-016551-018110_0_2_0_2_70_000_200.png-K-012247-925.png
926,926,K-004543-012247-016551-018110_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[620, 203, 163, 194]",K-004543-012247-016551-018110_0_2_0_2_75_000_200.png-K-012247-926.png
927,927,K-004543-012247-016551-018110_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[645, 205, 171, 195]",K-004543-012247-016551-018110_0_2_0_2_90_000_200.png-K-012247-927.png
928,928,K-004543-012247-016551-018110_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[544, 240, 285, 464]",K-004543-012247-016551-018110_0_2_0_2_70_000_200.png-K-016551-928.png
929,929,K-004543-012247-016551-018110_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[135, 515, 288, 494]",K-004543-012247-016551-018110_0_2_0_2_75_000_200.png-K-016551-929.png
930,930,K-004543-012247-016551-018110_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[167, 562, 284, 486]",K-004543-012247-016551-018110_0_2_0_2_90_000_200.png-K-016551-930.png
931,931,K-004543-012247-016551-018110_0_2_0_2_70_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[128, 231, 297, 290]",K-004543-012247-016551-018110_0_2_0_2_70_000_200.png-K-018110-931.png
932,932,K-004543-012247-016551-018110_0_2_0_2_75_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[546, 737, 306, 297]",K-004543-012247-016551-018110_0_2_0_2_75_000_200.png-K-018110-932.png
933,933,K-004543-012247-016551-018110_0_2_0_2_90_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[572, 776, 306, 288]",K-004543-012247-016551-018110_0_2_0_2_90_000_200.png-K-018110-933.png
934,934,K-004543-012247-016551-019607_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[658, 860, 215, 213]",K-004543-012247-016551-019607_0_2_0_2_70_000_200.png-K-004543-934.png
935,935,K-004543-012247-016551-019607_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[112, 195, 204, 199]",K-004543-012247-016551-019607_0_2_0_2_75_000_200.png-K-004543-935.png
936,936,K-004543-012247-016551-019607_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[129, 206, 207, 200]",K-004543-012247-016551-019607_0_2_0_2_90_000_200.png-K-004543-936.png
937,937,K-004543-012247-016551-019607_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[157, 882, 167, 208]",K-004543-012247-016551-019607_0_2_0_2_70_000_200.png-K-012247-937.png
938,938,K-004543-012247-016551-019607_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[635, 185, 156, 193]",K-004543-012247-016551-019607_0_2_0_2_75_000_200.png-K-012247-938.png
939,939,K-004543-012247-016551-019607_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[663, 185, 160, 197]",K-004543-012247-016551-019607_0_2_0_2_90_000_200.png-K-012247-939.png
940,940,K-004543-012247-016551-019607_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[567, 253, 290, 468]",K-004543-012247-016551-019607_0_2_0_2_70_000_200.png-K-016551-940.png
941,941,K-004543-012247-016551-019607_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[106, 503, 288, 485]",K-004543-012247-016551-019607_0_2_0_2_75_000_200.png-K-016551-941.png
942,942,K-004543-012247-016551-019607_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[137, 544, 286, 487]",K-004543-012247-016551-019607_0_2_0_2_90_000_200.png-K-016551-942.png
943,943,K-004543-012247-016551-019607_0_2_0_2_70_000_200.png,K-019607,스토가정 10mg,"[195, 319, 158, 154]",K-004543-012247-016551-019607_0_2_0_2_70_000_200.png-K-019607-943.png
944,944,K-004543-012247-016551-019607_0_2_0_2_75_000_200.png,K-019607,스토가정 10mg,"[621, 804, 160, 157]",K-004543-012247-016551-019607_0_2_0_2_75_000_200.png-K-019607-944.png
945,945,K-004543-012247-016551-019607_0_2_0_2_90_000_200.png,K-019607,스토가정 10mg,"[647, 833, 159, 155]",K-004543-012247-016551-019607_0_2_0_2_90_000_200.png-K-019607-945.png
946,946,K-004543-012247-016551-021771_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[635, 878, 218, 214]",K-004543-012247-016551-021771_0_2_0_2_70_000_200.png-K-004543-946.png
947,947,K-004543-012247-016551-021771_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[136, 179, 201, 200]",K-004543-012247-016551-021771_0_2_0_2_75_000_200.png-K-004543-947.png
948,948,K-004543-012247-016551-021771_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[154, 186, 205, 203]",K-004543-012247-016551-021771_0_2_0_2_90_000_200.png-K-004543-948.png
949,949,K-004543-012247-016551-021771_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[162, 865, 179, 202]",K-004543-012247-016551-021771_0_2_0_2_70_000_200.png-K-012247-949.png
950,950,K-004543-012247-016551-021771_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[621, 203, 164, 193]",K-004543-012247-016551-021771_0_2_0_2_75_000_200.png-K-012247-950.png
951,951,K-004543-012247-016551-021771_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[647, 206, 169, 194]",K-004543-012247-016551-021771_0_2_0_2_90_000_200.png-K-012247-951.png
952,952,K-004543-012247-016551-021771_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[558, 188, 289, 454]",K-004543-012247-016551-021771_0_2_0_2_70_000_200.png-K-016551-952.png
953,953,K-004543-012247-016551-021771_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[120, 573, 281, 498]",K-004543-012247-016551-021771_0_2_0_2_75_000_200.png-K-016551-953.png
954,954,K-004543-012247-016551-021771_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[147, 628, 286, 485]",K-004543-012247-016551-021771_0_2_0_2_90_000_200.png-K-016551-954.png
955,955,K-004543-012247-016551-021771_0_2_0_2_70_000_200.png,K-021771,라비에트정 20mg,"[164, 267, 188, 183]",K-004543-012247-016551-021771_0_2_0_2_70_000_200.png-K-021771-955.png
956,956,K-004543-012247-016551-021771_0_2_0_2_75_000_200.png,K-021771,라비에트정 20mg,"[623, 827, 191, 191]",K-004543-012247-016551-021771_0_2_0_2_75_000_200.png-K-021771-956.png
957,957,K-004543-012247-016551-021771_0_2_0_2_90_000_200.png,K-021771,라비에트정 20mg,"[646, 858, 192, 185]",K-004543-012247-016551-021771_0_2_0_2_90_000_200.png-K-021771-957.png
958,958,K-004543-012247-016551-024850_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[636, 877, 214, 215]",K-004543-012247-016551-024850_0_2_0_2_70_000_200.png-K-004543-958.png
959,959,K-004543-012247-016551-024850_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[137, 180, 202, 200]",K-004543-012247-016551-024850_0_2_0_2_75_000_200.png-K-004543-959.png
960,960,K-004543-012247-016551-024850_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[155, 189, 206, 200]",K-004543-012247-016551-024850_0_2_0_2_90_000_200.png-K-004543-960.png
961,961,K-004543-012247-016551-024850_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[163, 865, 179, 203]",K-004543-012247-016551-024850_0_2_0_2_70_000_200.png-K-012247-961.png
962,962,K-004543-012247-016551-024850_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[622, 204, 162, 192]",K-004543-012247-016551-024850_0_2_0_2_75_000_200.png-K-012247-962.png
963,963,K-004543-012247-016551-024850_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[646, 206, 170, 193]",K-004543-012247-016551-024850_0_2_0_2_90_000_200.png-K-012247-963.png
964,964,K-004543-012247-016551-024850_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[571, 222, 282, 466]",K-004543-012247-016551-024850_0_2_0_2_70_000_200.png-K-016551-964.png
965,965,K-004543-012247-016551-024850_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[108, 533, 288, 491]",K-004543-012247-016551-024850_0_2_0_2_75_000_200.png-K-016551-965.png
966,966,K-004543-012247-016551-024850_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[139, 583, 283, 485]",K-004543-012247-016551-024850_0_2_0_2_90_000_200.png-K-016551-966.png
967,967,K-004543-012247-016551-024850_0_2_0_2_70_000_200.png,K-024850,놀텍정 10mg,"[138, 280, 256, 209]",K-004543-012247-016551-024850_0_2_0_2_70_000_200.png-K-024850-967.png
968,968,K-004543-012247-016551-024850_0_2_0_2_75_000_200.png,K-024850,놀텍정 10mg,"[577, 775, 262, 217]",K-004543-012247-016551-024850_0_2_0_2_75_000_200.png-K-024850-968.png
969,969,K-004543-012247-016551-024850_0_2_0_2_90_000_200.png,K-024850,놀텍정 10mg,"[605, 809, 260, 218]",K-004543-012247-016551-024850_0_2_0_2_90_000_200.png-K-024850-969.png
970,970,K-004543-012247-016551-033208_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[657, 863, 217, 214]",K-004543-012247-016551-033208_0_2_0_2_70_000_200.png-K-004543-970.png
971,971,K-004543-012247-016551-033208_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[113, 192, 204, 199]",K-004543-012247-016551-033208_0_2_0_2_75_000_200.png-K-004543-971.png
972,972,K-004543-012247-016551-033208_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[129, 202, 207, 202]",K-004543-012247-016551-033208_0_2_0_2_90_000_200.png-K-004543-972.png
973,973,K-004543-012247-016551-033208_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[155, 882, 169, 209]",K-004543-012247-016551-033208_0_2_0_2_70_000_200.png-K-012247-973.png
974,974,K-004543-012247-016551-033208_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[634, 185, 158, 195]",K-004543-012247-016551-033208_0_2_0_2_75_000_200.png-K-012247-974.png
975,975,K-004543-012247-016551-033208_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[662, 185, 160, 196]",K-004543-012247-016551-033208_0_2_0_2_90_000_200.png-K-012247-975.png
976,976,K-004543-012247-016551-033208_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[572, 218, 296, 469]",K-004543-012247-016551-033208_0_2_0_2_70_000_200.png-K-016551-976.png
977,977,K-004543-012247-016551-033208_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[93, 540, 296, 482]",K-004543-012247-016551-033208_0_2_0_2_75_000_200.png-K-016551-977.png
978,978,K-004543-012247-016551-033208_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[127, 587, 289, 478]",K-004543-012247-016551-033208_0_2_0_2_90_000_200.png-K-016551-978.png
979,979,K-004543-012247-016551-033208_0_2_0_2_70_000_200.png,K-033208,에스원엠프정 20mg,"[162, 304, 208, 197]",K-004543-012247-016551-033208_0_2_0_2_70_000_200.png-K-033208-979.png
980,980,K-004543-012247-016551-033208_0_2_0_2_75_000_200.png,K-033208,에스원엠프정 20mg,"[604, 766, 211, 203]",K-004543-012247-016551-033208_0_2_0_2_75_000_200.png-K-033208-980.png
981,981,K-004543-012247-016551-033208_0_2_0_2_90_000_200.png,K-033208,에스원엠프정 20mg,"[632, 796, 208, 201]",K-004543-012247-016551-033208_0_2_0_2_90_000_200.png-K-033208-981.png
982,982,K-004543-012247-016551-044199_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[658, 865, 216, 214]",K-004543-012247-016551-044199_0_2_0_2_70_000_200.png-K-004543-982.png
983,983,K-004543-012247-016551-044199_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[113, 191, 203, 199]",K-004543-012247-016551-044199_0_2_0_2_75_000_200.png-K-004543-983.png
984,984,K-004543-012247-016551-044199_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[127, 200, 209, 201]",K-004543-012247-016551-044199_0_2_0_2_90_000_200.png-K-004543-984.png
985,985,K-004543-012247-016551-044199_0_2_0_2_70_000_200.png,K-012247,아빌리파이정 10mg,"[156, 882, 169, 209]",K-004543-012247-016551-044199_0_2_0_2_70_000_200.png-K-012247-985.png
986,986,K-004543-012247-016551-044199_0_2_0_2_75_000_200.png,K-012247,아빌리파이정 10mg,"[634, 185, 156, 195]",K-004543-012247-016551-044199_0_2_0_2_75_000_200.png-K-012247-986.png
987,987,K-004543-012247-016551-044199_0_2_0_2_90_000_200.png,K-012247,아빌리파이정 10mg,"[661, 185, 162, 196]",K-004543-012247-016551-044199_0_2_0_2_90_000_200.png-K-012247-987.png
988,988,K-004543-012247-016551-044199_0_2_0_2_70_000_200.png,K-016551,동아가바펜틴정 800mg,"[593, 223, 281, 469]",K-004543-012247-016551-044199_0_2_0_2_70_000_200.png-K-016551-988.png
989,989,K-004543-012247-016551-044199_0_2_0_2_75_000_200.png,K-016551,동아가바펜틴정 800mg,"[86, 531, 285, 493]",K-004543-012247-016551-044199_0_2_0_2_75_000_200.png-K-016551-989.png
990,990,K-004543-012247-016551-044199_0_2_0_2_90_000_200.png,K-016551,동아가바펜틴정 800mg,"[115, 578, 283, 484]",K-004543-012247-016551-044199_0_2_0_2_90_000_200.png-K-016551-990.png
991,991,K-004543-012247-016551-044199_0_2_0_2_70_000_200.png,K-044199,케이캡정 50mg,"[133, 306, 279, 147]",K-004543-012247-016551-044199_0_2_0_2_70_000_200.png-K-044199-991.png
992,992,K-004543-012247-016551-044199_0_2_0_2_75_000_200.png,K-044199,케이캡정 50mg,"[556, 819, 292, 150]",K-004543-012247-016551-044199_0_2_0_2_75_000_200.png-K-044199-992.png
993,993,K-004543-012247-016551-044199_0_2_0_2_90_000_200.png,K-044199,케이캡정 50mg,"[586, 854, 287, 139]",K-004543-012247-016551-044199_0_2_0_2_90_000_200.png-K-044199-993.png
994,994,K-004543-012420-016548-018110_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[657, 862, 216, 214]",K-004543-012420-016548-018110_0_2_0_2_70_000_200.png-K-004543-994.png
995,995,K-004543-012420-016548-018110_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[111, 192, 205, 200]",K-004543-012420-016548-018110_0_2_0_2_75_000_200.png-K-004543-995.png
996,996,K-004543-012420-016548-018110_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[128, 202, 208, 203]",K-004543-012420-016548-018110_0_2_0_2_90_000_200.png-K-004543-996.png
997,997,K-004543-012420-016548-018110_0_2_0_2_70_000_200.png,K-012420,자이프렉사정 2.5mg,"[171, 895, 194, 187]",K-004543-012420-016548-018110_0_2_0_2_70_000_200.png-K-012420-997.png
998,998,K-004543-012420-016548-018110_0_2_0_2_75_000_200.png,K-012420,자이프렉사정 2.5mg,"[598, 187, 183, 177]",K-004543-012420-016548-018110_0_2_0_2_75_000_200.png-K-012420-998.png
999,999,K-004543-012420-016548-018110_0_2_0_2_90_000_200.png,K-012420,자이프렉사정 2.5mg,"[625, 190, 187, 178]",K-004543-012420-016548-018110_0_2_0_2_90_000_200.png-K-012420-999.png
1000,1000,K-004543-012420-016548-018110_0_2_0_2_70_000_200.png,K-016548,가바토파정 100mg,"[603, 272, 231, 225]",K-004543-012420-016548-018110_0_2_0_2_70_000_200.png-K-016548-1000.png
1001,1001,K-004543-012420-016548-018110_0_2_0_2_75_000_200.png,K-016548,가바토파정 100mg,"[120, 759, 240, 235]",K-004543-012420-016548-018110_0_2_0_2_75_000_200.png-K-016548-1001.png
1002,1002,K-004543-012420-016548-018110_0_2_0_2_90_000_200.png,K-016548,가바토파정 100mg,"[153, 800, 238, 233]",K-004543-012420-016548-018110_0_2_0_2_90_000_200.png-K-016548-1002.png
1003,1003,K-004543-012420-016548-018110_0_2_0_2_70_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[119, 220, 298, 294]",K-004543-012420-016548-018110_0_2_0_2_70_000_200.png-K-018110-1003.png
1004,1004,K-004543-012420-016548-018110_0_2_0_2_75_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[557, 744, 306, 298]",K-004543-012420-016548-018110_0_2_0_2_75_000_200.png-K-018110-1004.png
1005,1005,K-004543-012420-016548-018110_0_2_0_2_90_000_200.png,K-018110,란스톤엘에프디티정 30mg,"[586, 785, 302, 286]",K-004543-012420-016548-018110_0_2_0_2_90_000_200.png-K-018110-1005.png
1006,1006,K-004543-012420-016548-019607_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[641, 896, 218, 213]",K-004543-012420-016548-019607_0_2_0_2_70_000_200.png-K-004543-1006.png
1007,1007,K-004543-012420-016548-019607_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[125, 162, 205, 196]",K-004543-012420-016548-019607_0_2_0_2_75_000_200.png-K-004543-1007.png
1008,1008,K-004543-012420-016548-019607_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[143, 166, 208, 201]",K-004543-012420-016548-019607_0_2_0_2_90_000_200.png-K-004543-1008.png
1009,1009,K-004543-012420-016548-019607_0_2_0_2_70_000_200.png,K-012420,자이프렉사정 2.5mg,"[143, 944, 191, 188]",K-004543-012420-016548-019607_0_2_0_2_70_000_200.png-K-012420-1009.png
1010,1010,K-004543-012420-016548-019607_0_2_0_2_75_000_200.png,K-012420,자이프렉사정 2.5mg,"[626, 140, 181, 177]",K-004543-012420-016548-019607_0_2_0_2_75_000_200.png-K-012420-1010.png
1011,1011,K-004543-012420-016548-019607_0_2_0_2_90_000_200.png,K-012420,자이프렉사정 2.5mg,"[654, 140, 184, 178]",K-004543-012420-016548-019607_0_2_0_2_90_000_200.png-K-012420-1011.png
1012,1012,K-004543-012420-016548-019607_0_2_0_2_70_000_200.png,K-016548,가바토파정 100mg,"[612, 258, 232, 221]",K-004543-012420-016548-019607_0_2_0_2_70_000_200.png-K-016548-1012.png
1013,1013,K-004543-012420-016548-019607_0_2_0_2_75_000_200.png,K-016548,가바토파정 100mg,"[112, 777, 237, 232]",K-004543-012420-016548-019607_0_2_0_2_75_000_200.png-K-016548-1013.png
1014,1014,K-004543-012420-016548-019607_0_2_0_2_90_000_200.png,K-016548,가바토파정 100mg,"[146, 818, 233, 230]",K-004543-012420-016548-019607_0_2_0_2_90_000_200.png-K-016548-1014.png
1015,1015,K-004543-012420-016548-019607_0_2_0_2_70_000_200.png,K-019607,스토가정 10mg,"[170, 326, 158, 150]",K-004543-012420-016548-019607_0_2_0_2_70_000_200.png-K-019607-1015.png
1016,1016,K-004543-012420-016548-019607_0_2_0_2_75_000_200.png,K-019607,스토가정 10mg,"[646, 798, 161, 156]",K-004543-012420-016548-019607_0_2_0_2_75_000_200.png-K-019607-1016.png
1017,1017,K-004543-012420-016548-019607_0_2_0_2_90_000_200.png,K-019607,스토가정 10mg,"[673, 827, 159, 154]",K-004543-012420-016548-019607_0_2_0_2_90_000_200.png-K-019607-1017.png
1018,1018,K-004543-012420-016548-021771_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[656, 865, 216, 215]",K-004543-012420-016548-021771_0_2_0_2_70_000_200.png-K-004543-1018.png
1019,1019,K-004543-012420-016548-021771_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[112, 189, 205, 199]",K-004543-012420-016548-021771_0_2_0_2_75_000_200.png-K-004543-1019.png
1020,1020,K-004543-012420-016548-021771_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[129, 199, 208, 201]",K-004543-012420-016548-021771_0_2_0_2_90_000_200.png-K-004543-1020.png
1021,1021,K-004543-012420-016548-021771_0_2_0_2_70_000_200.png,K-012420,자이프렉사정 2.5mg,"[170, 893, 192, 186]",K-004543-012420-016548-021771_0_2_0_2_70_000_200.png-K-012420-1021.png
1022,1022,K-004543-012420-016548-021771_0_2_0_2_75_000_200.png,K-012420,자이프렉사정 2.5mg,"[598, 190, 184, 178]",K-004543-012420-016548-021771_0_2_0_2_75_000_200.png-K-012420-1022.png
1023,1023,K-004543-012420-016548-021771_0_2_0_2_90_000_200.png,K-012420,자이프렉사정 2.5mg,"[627, 192, 186, 178]",K-004543-012420-016548-021771_0_2_0_2_90_000_200.png-K-012420-1023.png
1024,1024,K-004543-012420-016548-021771_0_2_0_2_70_000_200.png,K-016548,가바토파정 100mg,"[616, 274, 228, 227]",K-004543-012420-016548-021771_0_2_0_2_70_000_200.png-K-016548-1024.png
1025,1025,K-004543-012420-016548-021771_0_2_0_2_75_000_200.png,K-016548,가바토파정 100mg,"[111, 757, 239, 233]",K-004543-012420-016548-021771_0_2_0_2_75_000_200.png-K-016548-1025.png
1026,1026,K-004543-012420-016548-021771_0_2_0_2_90_000_200.png,K-016548,가바토파정 100mg,"[143, 797, 235, 233]",K-004543-012420-016548-021771_0_2_0_2_90_000_200.png-K-016548-1026.png
1027,1027,K-004543-012420-016548-021771_0_2_0_2_70_000_200.png,K-021771,라비에트정 20mg,"[144, 309, 188, 181]",K-004543-012420-016548-021771_0_2_0_2_70_000_200.png-K-021771-1027.png
1028,1028,K-004543-012420-016548-021771_0_2_0_2_75_000_200.png,K-021771,라비에트정 20mg,"[642, 779, 192, 190]",K-004543-012420-016548-021771_0_2_0_2_75_000_200.png-K-021771-1028.png
1029,1029,K-004543-012420-016548-021771_0_2_0_2_90_000_200.png,K-021771,라비에트정 20mg,"[671, 814, 189, 184]",K-004543-012420-016548-021771_0_2_0_2_90_000_200.png-K-021771-1029.png
1030,1030,K-004543-012420-016548-024850_0_2_0_2_70_000_200.png,K-004543,에어탈정(아세클로페낙),"[658, 866, 215, 214]",K-004543-012420-016548-024850_0_2_0_2_70_000_200.png-K-004543-1030.png
1031,1031,K-004543-012420-016548-024850_0_2_0_2_75_000_200.png,K-004543,에어탈정(아세클로페낙),"[112, 189, 204, 200]",K-004543-012420-016548-024850_0_2_0_2_75_000_200.png-K-004543-1031.png
1032,1032,K-004543-012420-016548-024850_0_2_0_2_90_000_200.png,K-004543,에어탈정(아세클로페낙),"[127, 199, 208, 202]",K-004543-012420-016548-024850_0_2_0_2_90_000_200.png-K-004543-1032.png
1033,1033,K-004543-012420-016548-024850_0_2_0_2_70_000_200.png,K-012420,자이프렉사정 2.5mg,"[171, 894, 193, 186]",K-004543-012420-016548-024850_0_2_0_2_70_000_200.png-K-012420-1033.png
1034,1034,K-004543-012420-016548-024850_0_2_0_2_75_000_200.png,K-012420,자이프렉사정 2.5mg,"[598, 189, 183, 176]",K-004543-012420-016548-024850_0_2_0_2_75_000_200.png-K-012420-1034.png
1035,1035,K-004543-012420-016548-024850_0_2_0_2_90_000_200.png,K-012420,자이프렉사정 2.5mg,"[626, 192, 186, 178]",K-004543-012420-016548-024850_0_2_0_2_90_000_200.png-K-012420-1035.png
1036,1036,K-004543-012420-016548-024850_0_2_0_2_70_000_200.png,K-016548,가바토파정 100mg,"[635, 251, 228, 221]",K-004543-012420-016548-024850_0_2_0_2_70_000_200.png-K-016548-1036.png
1037,1037,K-004543-012420-016548-024850_0_2_0_2_75_000_200.png,K-016548,가바토파정 100mg,"[90, 785, 240, 232]",K-004543-012420-016548-024850_0_2_0_2_75_000_200.png-K-016548-1037.png
1038,1038,K-004543-012420-016548-024850_0_2_0_2_90_000_200.png,K-016548,가바토파정 100mg,"[122, 828, 238, 228]",K-004543-012420-016548-024850_0_2_0_2_90_000_200.png-K-016548-1038.png
1039,1039,K-004543-012420-016548-024850_0_2_0_2_70_000_200.png,K-024850,놀텍정 10mg,"[145, 282, 241, 223]",K-004543-012420-016548-024850_0_2_0_2_70_000_200.png-K-024850-1039.png
